sample_ID	filtered_reads_in_sample	kingdom	phylum	tclass	order	family	genus	species	subspecies	read_count	RPKMF	avg_read_identity	assembly_list
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__SEN virus	t__SEN virus	173	1.93321965411744	0.9584513156983258	set:KM593802
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circovirus-like 1	t__Human respiratory circovirus-like 1	41	0.5762665024722196	0.9523501857535135	acc:MK674279.1
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	581	0.15378781751891332	0.99335291446555	GCF_000846365.1
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	4902	1.3741089754277627	0.9978072291511598	GCF_000848125.1
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Negarnaviricota	c__Insthoviricetes	o__Articulavirales	f__Orthomyxoviridae	g__Alphainfluenzavirus	s__Alphainfluenzavirus influenzae	t__H3N2	21	0.06703810458120238	0.9690949227373074	GCA_052872965.1
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 10	t__Human papillomavirus 133	22	0.1283007574468443	0.9837283498589083	set:GU117633
25-000493-54A2-SAD01-01-01-EC01-03-01.p2113_noHost_removal	23304172	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Gammaretrovirus	s__Gammaretrovirus porConc	t__Porcine type-C oncovirus	6	0.03189601450447835	0.9735099337748344	set:AF356697
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__unclassified_Alphatorquevirus	t__unclassified_Alphatorquevirus	16	0.1749819743062842	0.850993377483444	GCF_002818245.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	10	0.11343618171852884	0.9857142857142858	acc:MN771257.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	3	0.03413485373139568	0.9099756690997567	acc:MN770204.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	24	0.28343530471923434	0.8633710611417489	acc:MN769544.1,acc:MN770696.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Anellovirus D_HF7_66	t__unclassified_Anellovirus D_HF7_66	6941	61.38461407254537	0.9439472715881929	acc:OR148955.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	217	2.1676825449899226	0.9536684926252945	set:AB064597,set:KP343840
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	368	3.978142579623077	0.9234712933664775	set:KP343843,set:MK820646,acc:MN768561.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human herpesvirus 4 type 2	228	0.04422254035656144	0.9916443553729494	GCF_000872045.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	201	0.04399868476620288	0.9966229596479809	GCF_000848125.1
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 21	10	0.043076292684989616	0.9980132450331126	set:U31779
25-000519-54A2-DPD01-08-01-FA03-01-74.p2113_noHost_removal	29842686	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__unclassified_Retroviridae	s__Citrus blight-associated pararetrovirus	t__unclassified_Citrus blight-associated pararetrovirus	46	0.2128146088173488	0.9386756142134375	acc:MZ330114.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin15	t__Torque teno virus 15	370	3.7221853111089898	0.954570594547883	GCF_000889875.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Torque teno virus 16	t__Torque teno virus 16	376	3.7518329468604077	0.95890848320492	GCF_000889855.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno midi virus	t__Torque teno midi virus	2	0.024802779724749688	0.9744525547445255	acc:MN774937.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	2121	20.798480027619405	0.9697739316242001	acc:PP374832.1,acc:MN765199.1,set:FR751497,set:FR751499
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	1363	14.509027812562632	0.9441530847867518	acc:MN768564.1,set:KP036971,set:MK820646
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	218	0.04833556150965228	0.9971510310232078	GCF_002402265.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	6	0.0014100103503910404	0.9933774834437087	GCF_000846365.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	11269	2.804519714967087	0.9975424638384407	GCF_000848125.1
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 19	257	1.2740334290051254	0.9979276141695291	set:X74470
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 118	207	1.038053628938214	0.9954105664946438	set:GQ246951
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 20	307	1.507773673425959	0.9803103195459851	set:U31778
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 24	560	2.8629037852979997	0.9943928927826212	set:U31782
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Betapapillomavirus 2	3	0.015409358092442572	1.0	set:MF588680
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 23	344	1.7893762919282004	0.9714268754162876	set:U31781
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus type 209	10	0.051489484602264525	0.9780490162904242	set:KY242583
26-000645-54A2-SAD01-01-01-EC01-03-37.p2113_noHost_removal	26248738	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 3	t__human papillomavirus 76	14	0.07065293087839677	0.9706717123935669	set:Y15174
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circovirus-like 1	t__unclassified_Human respiratory circovirus-like 1	42	0.5296468887439674	0.9318147972949301	acc:MK674279.1
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	39898	8.939922787982134	0.9934839827166552	GCF_002402265.1
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	32	0.007599646580673481	0.9987582781456954	GCF_000846365.1
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	30219	7.600209687652022	0.9975096244414685	GCF_000848125.1
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 9	t__Human papillomavirus type 16	268190	1306.0196452020248	0.9960871868985459	GCF_000863945.3
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 105	5	0.025107789588889495	0.9986754966887418	set:FM955841
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus type 196	16	0.08213394038528672	0.9830298013245033	set:KR816183
26-000668-54A2-SAD01-01-01-EC01-03-51.p2113_noHost_removal	25973834	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 36	8	0.039886334685939544	1.0	set:U31785
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Torque teno virus 11	t__unclassified_Torque teno virus 11	52	0.5617491934632535	0.9217315468269499	GCF_002818275.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Gyrovirus	s__Gyrovirus chickenanemia	t__Chicken anemia virus	30	0.45089622290803627	0.9719646799117003	set:MH186137
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__TT virus cyb/2019	2	0.018352519847015046	0.9668874172185431	acc:MT501648.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	174	1.7391056036459198	0.9666795462455995	acc:OP985294.1,set:FR751497,set:KP343840,set:AJ620227
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	358	0.07186869544113644	0.9903319467809528	GCF_002402265.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	178	0.03787368066507969	0.9911054210450673	GCF_000846365.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	76966	17.342771230493884	0.99701430570475	GCF_000848125.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Betapapillomavirus 1	13	0.059392886580402926	0.9905180139143499	set:MF588677
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 5	21	0.09351468914301062	0.9631031220435194	GCF_000866505.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__unclassified_Betapapillomavirus 1	4	0.01783534697645542	0.9188741721854304	set:JF304769
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Cossaviricota	c__Quintoviricetes	o__Piccovirales	f__Parvoviridae	g__Copiparvovirus	s__Copiparvovirus ungulate2	t__Porcine parvovirus 4	31	0.18108389375553058	0.9790643024994664	GCF_000890295.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	52	0.33296179222724487	0.9982170147733063	GCF_000874865.1
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Gammaretrovirus	s__Gammaretrovirus porConc	t__unclassified_Gammaretrovirus porConc	130	0.5555206809737885	0.9435355417539367	set:AF356697
26-000661-54A2-SAD01-01-01-EC01-03-47.p2113_noHost_removal	28990918	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Secoviridae	g__Fabavirus	s__Fabavirus betaviciae	t__unclassified_Fabavirus betaviciae	12	0.04332908328583453	0.9373519601682218	set:b8e4e4a2a60e1261bf0b8b1e58d193dfafdebe14
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circular DNA virus	t__Human respiratory circular DNA virus	2670	33.793046512906166	0.9702665858970828	acc:MN535740.1
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human herpesvirus 4 type 2	2	0.0004429257985781445	0.9668874172185431	GCF_000872045.1
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	8513	2.1277392829953814	0.9969172410577787	GCF_000848125.1
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	32	0.008043161452673548	0.9902731788079471	GCF_000859985.2
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus type 8	36	0.1799568053279308	0.9993872549019608	set:M12737
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 151	36	0.18648651340102654	0.9983443708609272	set:FN677756
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 10	t__Human papillomavirus 142	1	0.005188610839812487	0.9801324503311258	set:HM999994
26-000658-54A2-SAD01-01-01-EC01-03-44.p2113_noHost_removal	26136400	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__Human papillomavirus	23	0.11827230679974378	0.9865887155622255	set:KX781286,acc:OQ930234.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	276	4.70075421415648	0.9721278541240674	acc:MN770259.1,acc:MN771452.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__SEN virus	t__SEN virus	4185	51.308732086801214	0.9555426263570512	set:KM593802
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	222	2.9828021641262064	0.9747497597546584	acc:MN768561.1,acc:MN768560.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__unclassified_Anelloviridae	t__unclassified_Anelloviridae	51	0.6389111173346578	0.8815011211021174	set:FR751511
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	652655	178.8254871488779	0.9918956930926242	GCF_002402265.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	58	0.01684358438382036	0.9968029230417904	GCF_000846365.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	4627	1.423010454430112	0.9975394060859181	GCF_000848125.1
25-000505-54A2-SAD01-01-01-EC01-03-13.p2113_noHost_removal	21240902	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 2	t__Human papillomavirus 125	109	0.6571403275377511	0.9959292788140228	set:FN547152
25-000510-54A2-SAD01-01-01-EC01-03-18.p2113_noHost_removal	24397708	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	175	0.041745313030593575	0.9956817296455007	GCF_002402265.1
25-000510-54A2-SAD01-01-01-EC01-03-18.p2113_noHost_removal	24397708	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus type 38b	19	0.10523806447587485	0.9992316557817902	set:DQ090005
25-000510-54A2-SAD01-01-01-EC01-03-18.p2113_noHost_removal	24397708	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__unclassified_Betapapillomavirus 2	14	0.07834849722398339	0.9489120151371807	set:U31781
25-000510-54A2-SAD01-01-01-EC01-03-18.p2113_noHost_removal	24397708	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	24	0.18260608141349416	0.9994481236203091	GCF_000874865.1
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	483	3.092306682275524	0.9951328520002939	GCF_000859985.2
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 124	75	9.760010495504064	0.9857836644591613	set:GQ845446
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 22	357	47.2205945358239	0.9795192889369623	set:U31780
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus 1	t__Human papillomavirus 4	722	95.69417077800303	0.9983550506839367	GCF_000864845.1
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__Human papillomavirus	70	9.431753172142672	0.9897824030274363	set:MH777156
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Enterovirus	s__Enterovirus A	t__Coxsackievirus A16	1592	209.18360165839067	0.9890155596458732	set:KC695830
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	4099	741.5557293355656	0.9884535184565567	GCF_000874865.1
26-000787-54A1-UBD01-00-01-DB01-02-80.p2113_noHost_removal	1026094	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Betapolyomavirus	s__Betapolyomavirus macacae	t__Betapolyomavirus macacae	143	26.58086021976904	0.9989534231217206	GCF_000837645.1
26-000789-54A1-UBD01-00-01-DB01-03-02.p2113_noHost_removal	319140	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Simplexvirus	s__Simplexvirus humanalpha1	t__Human alphaherpesvirus 1	435	8.877298492064856	0.9969160228456021	acc:ON783215.1
