sample_ID	filtered_reads_in_sample	kingdom	phylum	tclass	order	family	genus	species	subspecies	read_count	RPKMF	avg_read_identity	assembly_list
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	342	3.5027061787903073	0.971060445879308	acc:MN770259.1
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	210	2.136868564431586	0.9358216587088126	acc:MN771452.1
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	3	0.030297988615507223	0.8998212971722905	GCF_001661815.1
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__SEN virus	t__SEN virus	19291	142.21295407674	0.9581585738160924	set:KM593802
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	668	5.144185262570746	0.9642868255836557	set:AB064602
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales	f__Astroviridae	g__Mamastrovirus	s__Mamastrovirus hominis	t__Human astrovirus 1	15	0.06188985722873251	0.991169977924945	acc:LC694990.1
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	5911	0.9738572527342202	0.9912235674681747	GCF_002402265.1
25-000506-54A2-DPD02-08-01-FA03-01-79.p2113_noHost_removal	35325178	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	120	0.6305941124133414	0.9774282560706404	GCF_000874865.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	263	0.4184834272178355	0.9522747715493496	acc:MN771472.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	106	0.1739875943455231	0.9070348619267788	acc:MN770952.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Anellovirus D_HF7_66	t__Anellovirus D_HF7_66	9092	11.11092781282005	0.9565080435352442	acc:OR148955.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno midi virus	t__Torque teno midi virus	96	0.1446989987171936	0.9850303532008833	acc:MN774937.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	5974	7.454491630259009	0.9359367578209211	GCF_000893775.1,acc:MT506589.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	198358	5.3454457645451585	0.9891931687262677	GCF_002402265.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	238	0.006797855670886823	0.9843063053035784	GCF_000846365.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__unclassified_Roseolovirus humanbeta7	1	0.000030248026907173994	0.9403973509933775	GCF_000848125.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	1287	1.106234186591591	0.9906756933098126	GCF_000874865.1
25-000679-54A3-CSD01-01-01-DD01-03-40.p2113_noHost_removal	215965558	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Betaretrovirus	s__Betaretrovirus ovijaa	t__Jaagsiekte sheep retrovirus	47	0.027730287215935165	0.9851988899167444	acc:PP707046.1
25-000636-54A2-DPD01-08-01-FA03-02-05.p2113_noHost_removal	34179846	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	48	0.009173872124863541	0.9995860927152318	GCF_000848125.1
25-000636-54A2-DPD01-08-01-FA03-02-05.p2113_noHost_removal	34179846	k__Viruses	p__Negarnaviricota	c__Monjiviricetes	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Morbillivirus hominis	t__Measles virus genotype D8	5	0.009351469406404562	1.0	acc:PP446318.1
25-000636-54A2-DPD01-08-01-FA03-02-05.p2113_noHost_removal	34179846	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	651	3.53560640010305	0.9877049897575204	GCF_000874865.1
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Pisuviricota	c__Stelpaviricetes	o__Stellavirales	f__Astroviridae	g__unclassified_Astroviridae	s__Murine astrovirus	t__unclassified_Murine astrovirus	1087	115.23817533365019	0.9327846009547494	GCF_000900135.1
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Alphapapillomavirus	s__Alphapapillomavirus 4	t__Alphapapillomavirus 4	171	15.771372517361847	0.9985283296541575	GCF_000864945.1
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus type 196	203	19.621432016570928	0.9991517959090465	set:KR816183
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__human papillomavirus 25	48	4.511425931119768	0.9793046357615899	set:X74471
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus type 38b	1	0.09796348031173076	1.0	set:DQ090005
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Enterovirus	s__Enterovirus A	t__Coxsackievirus A16	1875	183.26052168333078	0.9845785486718736	set:KC695830
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	14143	1903.2265667646523	0.9893801158061629	GCF_000874865.1
26-000780-54A1-UBD01-00-01-DB01-02-68.p2113_noHost_removal	1379444	k__Viruses	p__Nucleocytoviricota	c__Pokkesviricetes	o__Chitovirales	f__Poxviridae	g__Molluscipoxvirus	s__Molluscipoxvirus molluscum	t__Molluscum contagiosum virus subtype 1	190	0.7238287726473598	0.9923851311176276	GCF_000843325.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin9	t__unclassified_Alphatorquevirus homin9	5	0.07866844171335856	0.9403973509933776	GCF_002818245.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Torque teno virus 16	t__unclassified_Torque teno virus 16	122	1.5404344085902113	0.9456161728333896	GCF_000889855.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	34	0.5761239777807269	0.9715621347876903	acc:MN770386.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	4	0.06856861548532997	0.8633093525179857	acc:MN769274.1,acc:MN769971.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno midi virus	t__Torque teno midi virus	104	1.5436065863677328	0.9508358367513037	acc:OP549859.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	982	13.21662316170534	0.9634963420320655	acc:MN768563.1,set:KP343839
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	1311	17.430013311137756	0.9420649690693201	acc:MT783405.1,set:MK820645,set:MK820646,set:KP343854
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__unclassified_Lymphocryptovirus humangamma4	2	0.0005580794735239532	0.9288539367181752	GCF_000872045.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	5431	1.7103329141367218	0.9959136461128746	GCF_000848125.1
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 98	12	0.07748409496160641	0.9972406181015453	set:FM955837
25-000512-54A2-SAD01-01-01-EC01-03-20.p2113_noHost_removal	20743436	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Gammaretrovirus	s__Gammaretrovirus porConc	t__unclassified_Gammaretrovirus porConc	19	0.11347279491538358	0.9417915650052284	set:AF356697
25-000636-54A2-DPD02-08-01-FA03-02-06.p2113_noHost_removal	1894586	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	455	44.58102991177997	0.9935141290341885	GCF_000874865.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Torque teno virus 16	t__Torque teno virus 16	78	0.7849483983472825	0.9736767399155138	GCF_000889855.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__Betatorquevirus homini18	t__unclassified_Betatorquevirus homini18	60	0.8224520389939145	0.924061810154526	GCF_001661815.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	128	1.321062951997113	0.975265107116897	set:MK452766,acc:MN765196.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	8	0.0018960592054973184	1.0	GCF_000846365.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	1086	0.2725798829496273	0.9964843709042984	GCF_000848125.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__Human papillomavirus	158	0.8409202754272402	0.9899627813471725	set:MH777301,set:MH777339
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	23	0.1640451101475734	0.9933774834437088	GCF_000874865.1
25-000640-54A2-SAD01-01-01-EC01-03-34.p2113_noHost_removal	26026608	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__unclassified_Retroviridae	s__Citrus blight-associated pararetrovirus	t__unclassified_Citrus blight-associated pararetrovirus	875	4.641645800859334	0.9374885912708276	acc:MZ330114.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin10	t__unclassified_Alphatorquevirus homin10	427	4.403546861054213	0.941564023334178	set:GU797360
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__TTV-like mini virus	35	0.4802844683738938	0.972274165660784	acc:MN771078.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	25	0.3390575163401943	0.926064640706002	acc:MN770790.1,acc:MN770823.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__unclassified_Betatorquevirus	t__unclassified_Betatorquevirus	10	0.13564298982107875	0.8424657534246576	acc:MN769824.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__Torque teno virus	2099	22.16758357614179	0.965797739539449	set:KP343845,set:KP343821
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	1712	18.101648623421454	0.9288106385234421	set:KP343840,set:KP343839,acc:MT506589.1,set:AF298585
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circular DNA virus	t__Human respiratory circular DNA virus	1576	19.09095353937542	0.9526098852236967	acc:MN535745.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	25981	5.874148655944027	0.9882052639519234	GCF_002402265.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Rhadinovirus	s__Rhadinovirus humangamma8	t__Human gammaherpesvirus 8	58	0.016331152885908456	0.9928819532211046	GCF_000838265.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	400	0.09585391091394194	0.9911033000400784	GCF_000846365.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	201655	51.17536026249454	0.9966961976841794	GCF_000848125.1
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus type 38b	18	0.09449550555751693	0.9757174392935986	set:DQ090005
26-000674-54A2-SAD01-01-01-EC01-03-57.p2113_noHost_removal	25741250	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Deltapolyomavirus	s__Deltapolyomavirus septihominis	t__Human polyomavirus 7	6	0.04706965139510132	1.0	GCF_000889175.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Betatorquevirus	s__TTV-like mini virus	t__unclassified_TTV-like mini virus	8	0.09340967440178256	0.9403973509933775	acc:MN769186.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Gyrovirus	s__Gyrovirus chickenanemia	t__Chicken anemia virus	45	0.6459677758396234	0.981751287711553	GCF_000864805.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Gyrovirus	s__Gyrovirus galga1	t__Avian gyrovirus 2	10	0.1396931293115202	0.9841059602649007	GCF_000891935.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__Torque teno virus	t__unclassified_Torque teno virus	76	0.6728601931742234	0.9223456715035296	set:AM712003
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Cressdnaviricota	c__Arfiviricetes	o__Cirlivirales	f__Circoviridae	g__unclassified_Circoviridae	s__Human respiratory circovirus-like 1	t__Human respiratory circovirus-like 1	289	3.1511576202477203	0.954003124964279	acc:MK674279.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Lymphocryptovirus	s__Lymphocryptovirus humangamma4	t__Human gammaherpesvirus 4	65	0.012586829737247781	0.9956189505858382	set:LN827563
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	2390	0.49076826053700034	0.9874425161379036	GCF_000846365.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	201457	43.808965446385635	0.9957316247150682	GCF_000848125.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 23	44	0.19998776617383282	0.9948826008428658	set:U31781
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	7	0.04325637813338534	0.9612109744560077	GCF_000874865.1
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__Alpharetrovirus avileu	t__unclassified_Alpharetrovirus avileu	99	0.42972987335748997	0.9140029141164899	set:KU937324
26-000669-54A2-SAD01-01-01-EC01-03-52.p2113_noHost_removal	30040068	k__Viruses	p__Artverviricota	c__Revtraviricetes	o__Ortervirales	f__Retroviridae	g__Alpharetrovirus	s__unclassified_Alpharetrovirus	t__unclassified_Alpharetrovirus	12	0.05184498121354454	0.8821746231242534	set:JF826241,acc:MT538246.1
26-000783-54A1-UBD01-00-01-DB01-02-74.p2113_noHost_removal	6479194	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Iflaviridae	g__Iflavirus	s__Varroa destructor virus 1	t__Varroa destructor virus 1	79	1.2057826945758994	0.9857490150054491	GCF_000856945.1
26-000783-54A1-UBD01-00-01-DB01-02-74.p2113_noHost_removal	6479194	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Gammapapillomavirus	s__Gammapapillomavirus sp.	t__Gammapapillomavirus sp.	50	1.0636814948705386	0.9727152317880801	GCF_004131585.1
26-000783-54A1-UBD01-00-01-DB01-02-74.p2113_noHost_removal	6479194	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__unclassified_Papillomaviridae	s__Human papillomavirus	t__Human papillomavirus	48	1.0283632531197011	0.9998620309050773	set:MH777373
26-000783-54A1-UBD01-00-01-DB01-02-74.p2113_noHost_removal	6479194	k__Viruses	p__Pisuviricota	c__Pisoniviricetes	o__Picornavirales	f__Picornaviridae	g__Enterovirus	s__Enterovirus A	t__Coxsackievirus A16	1509	31.430410124524172	0.9882802524467187	set:KC342228
26-000783-54A1-UBD01-00-01-DB01-02-74.p2113_noHost_removal	6479194	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Sepolyvirales	f__Polyomaviridae	g__Alphapolyomavirus	s__Alphapolyomavirus quintihominis	t__Merkel cell polyomavirus	4370	125.20263746760259	0.9809670201902096	GCF_000874865.1
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__Alphatorquevirus	s__Alphatorquevirus homin13	t__Torque teno virus 13	280	3.082491631250995	0.9759327408346059	GCF_002818305.1
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__unclassified_Viruses	c__unclassified_Viruses	o__unclassified_Viruses	f__Anelloviridae	g__unclassified_Anelloviridae	s__SEN virus	t__SEN virus	42	0.3987973547930975	0.9574266792809845	set:KM593802
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta6b	t__Human betaherpesvirus 6B	1598	0.35941024807410366	0.9933452202427867	GCF_000846365.1
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__Peploviricota	c__Herviviricetes	o__Herpesvirales	f__Orthoherpesviridae	g__Roseolovirus	s__Roseolovirus humanbeta7	t__Human betaherpesvirus 7	58412	13.912905200298278	0.9980057681137969	GCF_000848125.1
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 1	t__Human papillomavirus 5	59	0.27772100101411534	0.9662139409585818	GCF_000866505.1
26-000659-54A2-SAD01-01-01-EC01-03-45.p2113_noHost_removal	27426210	k__Viruses	p__Cossaviricota	c__Papovaviricetes	o__Zurhausenvirales	f__Papillomaviridae	g__Betapapillomavirus	s__Betapapillomavirus 2	t__Human papillomavirus 100	33	0.16303910439857183	0.9873570138470802	set:FM955839
